
author_number_beds,author_number_icu_beds,author_number_ventilators,city_id,city_name,country_iso,country_name,data_last_refreshed,female,female-0-19,female-20-29,female-30-39,female-40-49,female-50-59,female-60-69,female-70-79,female-80>,health_region_id,health_region_name,last_updated_number_beds,last_updated_number_covid_icu_beds,last_updated_number_icu_beds,last_updated_number_ventilators,male,male-0-19,male-20-29,male-30-39,male-40-49,male-50-59,male-60-69,male-70-79,male-80>,number_beds,number_covid_icu_beds,number_icu_beds,number_ventilators,population,state_id,state_name,state_num_id
DataSUS,DataSUS,DataSUS,3202603,Iconha,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,18,0,0,5,13860,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3202652,Irupi,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,13377,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3202702,Itaguaçu,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,34,0,0,1,14066,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3202801,Itapemirim,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,93,20,0,25,34348,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3202900,Itarana,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,31,0,0,1,10555,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203007,Iúna,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,39,0,0,3,29161,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203056,Jaguaré,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,10,0,0,2,30477,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203106,Jerônimo Monteiro,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,24,0,0,1,12192,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203130,João Neiva,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,35,0,0,2,16668,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203163,Laranja da Terra,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,16,0,0,3,10947,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203205,Linhares,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,189,28,29,73,173555,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203304,Mantenópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,1,15350,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203320,Marataízes,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,2,38499,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203346,Marechal Floriano,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,2,16694,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203353,Marilândia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,12833,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203403,Mimoso do Sul,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,42,0,0,2,26153,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203502,Montanha,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,0,18833,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203601,Mucurici,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,12,0,0,0,5524,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203700,Muniz Freire,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,1,17465,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203809,Muqui,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,21,0,0,0,15449,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3203908,Nova Venécia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,39,0,0,4,50110,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204005,Pancas,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,15,0,0,1,23184,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204054,Pedro Canário,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,1,26184,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204104,Pinheiros,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,0,27047,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204203,Piúma,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,0,21711,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204252,Ponto Belo,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,7863,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204302,Presidente Kennedy,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,1,11574,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204351,Rio Bananal,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,14,0,0,0,19141,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204401,Rio Novo do Sul,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,11622,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204500,Santa Leopoldina,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,25,0,0,3,12224,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204559,Santa Maria de Jetibá,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,38,0,0,5,40431,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204609,Santa Teresa,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,44,10,10,23,23590,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204658,São Domingos do Norte,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,8638,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204708,São Gabriel da Palha,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,94,0,0,6,37947,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204807,São José do Calçado,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,58,9,10,9,10556,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204906,São Mateus,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,231,40,39,74,130611,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3204955,São Roque do Canaã,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,1,12415,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205002,Serra,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,438,267,142,408,517510,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205010,Sooretama,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,30070,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205036,Vargem Alta,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32004,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,26,0,0,2,21402,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205069,Venda Nova do Imigrante,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,45,0,10,16,25277,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205101,Viana,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,7,78239,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205150,Vila Pavão,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32003,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,9208,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205176,Vila Valério,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,1,14080,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205200,Vila Velha,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,775,95,113,322,493838,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,3205309,Vitória,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,32002,Metropolitana,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,1519,17,175,403,362097,ES,Espírito Santo,32
DataSUS,DataSUS,DataSUS,5200050,Abadia de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,8773,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200100,Abadiânia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52011,Pirineus,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,9,0,0,0,20042,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200134,Acreúna,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52015,Sudoeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,42,0,0,5,22366,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200159,Adelândia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52010,Oeste II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,2516,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200175,Água Fria de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52003,Entorno Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,8,0,0,0,5735,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200209,Água Limpa,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52017,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,1850,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200258,Águas Lindas de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52004,Entorno Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,218,10,0,14,212440,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200308,Alexânia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52011,Pirineus,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,20,0,0,6,27653,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200506,Aloândia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52017,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,9,0,0,0,1995,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200555,Alto Horizonte,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52014,Serra da Mesa,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,6414,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200605,Alto Paraíso de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52003,Entorno Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,12,0,0,0,7624,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200803,Alvorada do Norte,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52007,Nordeste II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,19,0,0,0,8660,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200829,Amaralina,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52014,Serra da Mesa,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,3812,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200852,Americano do Brasil,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52012,Rio Vermelho,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,11,0,0,1,6111,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5200902,Amorinópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52009,Oeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,10,0,0,0,3126,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201108,Anápolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52011,Pirineus,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,719,15,73,119,386923,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201207,Anhanguera,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52005,Estrada de Ferro,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,1149,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201306,Anicuns,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,13,0,0,1,21850,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201405,Aparecida de Goiânia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52002,Centro Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,587,48,81,133,578179,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201454,Aparecida do Rio Doce,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52015,Sudoeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,1,2474,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201504,Aporé,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52016,Sudoeste II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,14,0,0,0,4198,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201603,Araçu,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,9,0,0,1,3522,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201702,Aragarças,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52009,Oeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,18,0,0,2,20118,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5201801,Aragoiânia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52002,Centro Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,9,0,0,0,10308,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5202155,Araguapaz,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52012,Rio Vermelho,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,6,0,0,1,7770,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5202353,Arenópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52009,Oeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,11,0,0,1,2612,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5202502,Aruanã,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52012,Rio Vermelho,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,10,0,0,0,9875,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5202601,Aurilândia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52010,Oeste II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,3120,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5202809,Avelinópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,8,0,0,0,2417,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203104,Baliza,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52009,Oeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,6,0,0,0,5138,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203203,Barro Alto,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52018,São Patrício II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,12,0,0,1,11167,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203302,Bela Vista de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52002,Centro Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,18,0,0,2,29975,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203401,Bom Jardim de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52009,Oeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,12,0,0,0,8841,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203500,Bom Jesus de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52017,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,15,0,0,5,25216,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203559,Bonfinópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52002,Centro Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,2,0,0,0,9706,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203575,Bonópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,4405,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203609,Brazabrantes,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,3703,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203807,Britânia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52012,Rio Vermelho,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,13,0,0,0,5779,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203906,Buriti Alegre,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52017,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,20,0,0,2,9459,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203939,Buriti de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52010,Oeste II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,7,0,0,0,2488,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5203962,Buritinópolis,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52007,Nordeste II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,3292,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204003,Cabeceiras,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52003,Entorno Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,8,0,0,1,7993,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204102,Cachoeira Alta,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52015,Sudoeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,14,0,0,3,12484,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204201,Cachoeira de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52010,Oeste II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,1351,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204250,Cachoeira Dourada,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52017,Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,10,0,0,1,8067,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204300,Caçu,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52015,Sudoeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,22,0,0,2,16009,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204409,Caiapônia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52016,Sudoeste II,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,32,0,0,1,18913,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204508,Caldas Novas,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52005,Estrada de Ferro,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,102,0,10,28,91162,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204557,Caldazinha,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52002,Centro Sul,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,3804,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204607,Campestre de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,3630,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204656,Campinaçu,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52008,Norte,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,3640,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204706,Campinorte,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52014,Serra da Mesa,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,7,0,0,0,12626,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204805,Campo Alegre de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52005,Estrada de Ferro,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,15,0,0,1,7589,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204854,Campo Limpo de Goiás,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52011,Pirineus,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,7789,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204904,Campos Belos,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52006,Nordeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,54,0,0,4,19887,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5204953,Campos Verdes,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52013,São Patrício I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,0,0,0,0,2141,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5205000,Carmo do Rio Verde,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52013,São Patrício I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,12,0,0,0,10082,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5205059,Castelândia,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52015,Sudoeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,9,0,0,0,3435,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5205109,Catalão,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52005,Estrada de Ferro,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,160,31,28,51,108823,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5205208,Caturaí,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52001,Central,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,10,0,0,0,5070,GO,Goiás,52
DataSUS,DataSUS,DataSUS,5205307,Cavalcante,BR,Brasil,2020-08-26 20:05:07,,,,,,,,,,52006,Nordeste I,2020-06-01,2020-06-01,2020-06-01,2020-06-01,,,,,,,,,,8,0,0,0,9709,GO,Goiás,52
